movie_idx,movieId,title,overview,poster_url
892,904,Rear Window,,
893,905,It Happened One Night,,
894,906,Gaslight,,
895,907,"Gay Divorcee, The",,
896,908,North by Northwest,,
897,909,"Apartment, The",,
898,910,Some Like It Hot,,
899,911,Charade,,
900,912,Casablanca,,
901,913,"Maltese Falcon, The",,
902,914,My Fair Lady,,
903,915,Sabrina,,
904,916,Roman Holiday,,
905,917,"Little Princess, The",,
906,918,Meet Me in St. Louis,,
907,919,"Wizard of Oz, The",,
908,920,Gone with the Wind,,
909,921,My Favorite Year,,
910,922,Sunset Blvd. (a.k.a. Sunset Boulevard),,
911,923,Citizen Kane,,
912,924,2001: A Space Odyssey,,
913,925,Golden Earrings,,
914,926,All About Eve,,
915,927,"Women, The",,
916,928,Rebecca,,
917,929,Foreign Correspondent,,
918,930,Notorious,,
919,931,Spellbound,,
920,932,"Affair to Remember, An",,
921,933,To Catch a Thief,,
922,934,Father of the Bride,,
923,935,"Band Wagon, The",,
924,936,Ninotchka,,
925,937,Love in the Afternoon,,
926,938,Gigi,,
927,939,"Reluctant Debutante, The",,
928,940,"Adventures of Robin Hood, The",,
929,941,"Mark of Zorro, The",,
930,942,Laura,,
931,943,"Ghost and Mrs. Muir, The",,
932,944,Lost Horizon,,
933,945,Top Hat,,
934,946,To Be or Not to Be,,
935,947,My Man Godfrey,,
936,948,Giant,,
937,949,East of Eden,,
938,950,"Thin Man, The",,
939,951,His Girl Friday,,
940,952,Around the World in 80 Days,,
941,953,It's a Wonderful Life,,
942,954,Mr. Smith Goes to Washington,,
943,955,Bringing Up Baby,,
944,956,Penny Serenade,,
945,957,"Scarlet Letter, The",,
946,958,Lady of Burlesque,,
947,959,Of Human Bondage,,
948,960,Angel on My Shoulder,,
949,961,Little Lord Fauntleroy,,
950,962,They Made Me a Criminal,,
951,963,"Inspector General, The",,
952,964,Angel and the Badman,,
953,965,"39 Steps, The",,
954,966,"Walk in the Sun, A",,
955,967,"Outlaw, The",,
956,968,Night of the Living Dead,,
957,969,"African Queen, The",,
958,970,Beat the Devil,,
959,971,Cat on a Hot Tin Roof,,
960,972,"Last Time I Saw Paris, The",,
961,973,Meet John Doe,,
962,974,Algiers,,
963,975,Something to Sing About,,
964,976,"Farewell to Arms, A",,
965,977,Moonlight Murder,,
966,978,"Blue Angel, The (Blaue Engel, Der)",,
967,979,Nothing Personal,,
968,980,In the Line of Duty 2,,
969,981,Dangerous Ground,,
970,982,Picnic,,
971,983,Madagascar Skin,,
972,984,"Pompatus of Love, The",,
973,985,Small Wonders,,
974,986,Fly Away Home,,
975,987,Bliss,,
976,988,Grace of My Heart,,
977,989,Schlafes Bruder (Brother of Sleep),,
978,990,Maximum Risk,,
979,991,Michael Collins,,
980,992,"Rich Man's Wife, The",,
981,993,Infinity,,
982,994,Big Night,,
983,996,Last Man Standing,,
984,997,Caught,,
985,998,Set It Off,,
986,999,2 Days in the Valley,,
987,1000,Curdled,,
988,1001,"Associate, The (L'Associe)",,
989,1002,Ed's Next Move,,
990,1003,Extreme Measures,,
991,1004,"Glimmer Man, The",,
992,1005,D3: The Mighty Ducks,,
993,1006,"Chamber, The",,
994,1007,"Apple Dumpling Gang, The",,
995,1008,"Davy Crockett, King of the Wild Frontier",,
996,1009,Escape to Witch Mountain,,
997,1010,"Love Bug, The",,
998,1011,Herbie Rides Again,,
999,1012,Old Yeller,,
1000,1013,"Parent Trap, The",,
1001,1014,Pollyanna,,
1002,1015,Homeward Bound: The Incredible Journey,,
1003,1016,"Shaggy Dog, The",,
1004,1017,Swiss Family Robinson,,
1005,1018,That Darn Cat!,,
1006,1019,"20,000 Leagues Under the Sea",,
1007,1020,Cool Runnings,,
1008,1021,Angels in the Outfield,,
1009,1022,Cinderella,,
1010,1023,Winnie the Pooh and the Blustery Day,,
1011,1024,"Three Caballeros, The",,
1012,1025,"Sword in the Stone, The",,
1013,1026,So Dear to My Heart,,
1014,1027,Robin Hood: Prince of Thieves,,
1015,1028,Mary Poppins,,
1016,1029,Dumbo,,
1017,1030,Pete's Dragon,,
1018,1031,Bedknobs and Broomsticks,,
1019,1032,Alice in Wonderland,,
1020,1033,"Fox and the Hound, The",,
1021,1034,Freeway,,
1022,1035,"Sound of Music, The",,
1023,1036,Die Hard,,
1024,1037,"Lawnmower Man, The",,
1025,1038,Unhook the Stars,,
1026,1039,Synthetic Pleasures,,
1027,1040,"Secret Agent, The",,
1028,1041,Secrets & Lies,,
1029,1042,That Thing You Do!,,
1030,1043,To Gillian on Her 37th Birthday,,
1031,1044,Surviving Picasso,,
1032,1045,Love Is All There Is,,
1033,1046,Beautiful Thing,,
1034,1047,"Long Kiss Goodnight, The",,
1035,1049,"Ghost and the Darkness, The",,
1036,1050,Looking for Richard,,
1037,1051,Trees Lounge,,
1038,1052,"Proprietor, The",,
1039,1053,Normal Life,,
1040,1054,Get on the Bus,,
1041,1055,Shadow Conspiracy,,
1042,1056,Jude,,
1043,1057,Everyone Says I Love You,,
1044,1058,Bitter Sugar (Azucar Amargo),,
1045,1059,William Shakespeare's Romeo and Juliet,,
1046,1060,Swingers,,
1047,1061,Sleepers,,
1048,1062,"Sunchaser, The",,
1049,1063,Johns,,
1050,1064,Aladdin and the King of Thieves,,
1051,1065,"Woman in Question, The",,
1052,1066,Shall We Dance?,,
1053,1067,"Damsel in Distress, A",,
1054,1068,Crossfire,,
1055,1069,"Murder, My Sweet",,
1056,1070,Macao,,
1057,1071,For the Moment,,
1058,1073,Willy Wonka and the Chocolate Factory,,
1059,1075,"Sexual Life of the Belgians, The",,
1060,1076,"Innocents, The",,
1061,1077,Sleeper,,
1062,1078,Bananas,,
1063,1079,"Fish Called Wanda, A",,
1064,1080,Monty Python's Life of Brian,,
1065,1081,Victor/Victoria,,
1066,1082,"Candidate, The",,
1067,1083,"Great Race, The",,
1068,1084,Bonnie and Clyde,,
1069,1085,"Old Man and the Sea, The",,
1070,1086,Dial M for Murder,,
1071,1087,Madame Butterfly,,
1072,1088,Dirty Dancing,,
1073,1089,Reservoir Dogs,,
1074,1090,Platoon,,
1075,1091,Weekend at Bernie's,,
1076,1092,Basic Instinct,,
1077,1093,"Doors, The",,
1078,1094,"Crying Game, The",,
1079,1095,Glengarry Glen Ross,,
1080,1096,Sophie's Choice,,
1081,1097,E.T. the Extra-Terrestrial,,
1082,1098,"Search for One-eye Jimmy, The",,
1083,1099,"Christmas Carol, A",,
1084,1100,Days of Thunder,,
1085,1101,Top Gun,,
1086,1102,American Strays,,
1087,1103,Rebel Without a Cause,,
1088,1104,"Streetcar Named Desire, A",,
1089,1105,Children of the Corn IV: The Gathering,,
1090,1106,"Leopard Son, The",,
1091,1107,Loser,,
1092,1108,Prerokbe Ognja,,
1093,1109,Charm's Incidents,,
1094,1110,Bird of Prey,,
1095,1111,Microcosmos (Microcosmos: Le peuple de l'herbe),,
1096,1112,Palookaville,,
1097,1113,"Associate, The",,
1098,1114,"Funeral, The",,
1099,1115,Sleepover,,
1100,1116,"Single Girl, A (La Fille Seule)",,
1101,1117,"Eighth Day, The (Le Huitième jour )",,
1102,1118,Tashunga,,
1103,1119,Drunks,,
1104,1120,"People vs. Larry Flynt, The",,
1105,1121,Glory Daze,,
1106,1122,Plutonium Circus,,
1107,1123,"Perfect Candidate, A",,
1108,1124,On Golden Pond,,
1109,1125,"Return of the Pink Panther, The",,
1110,1126,Drop Dead Fred,,
1111,1127,"Abyss, The",,
1112,1128,"Fog, The",,
1113,1129,Escape from New York,,
1114,1130,"Howling, The",,
1115,1131,Jean de Florette,,
1116,1132,Manon of the Spring (Manon des sources),,
1117,1133,Talking About Sex,,
1118,1134,Johnny 100 Pesos,,
1119,1135,Private Benjamin,,
1120,1136,Monty Python and the Holy Grail,,
1121,1137,Hustler White,,
1122,1138,Dadetown,,
1123,1139,Everything Relative,,
1124,1140,Entertaining Angels: The Dorothy Day Story,,
1125,1141,Hoogste tijd,,
1126,1142,Get Over It,,
1127,1143,Three Lives and Only One Death,,
1128,1144,"Line King: Al Hirschfeld, The",,
1129,1145,Snowriders,,
1130,1146,Curtis's Charm,,
1131,1147,When We Were Kings,,
1132,1148,"Wrong Trousers, The",,
1133,1149,JLG/JLG - autoportrait de décembre,,
1134,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",,
1135,1151,Faust,,
1136,1152,He Walked by Night,,
1137,1153,Raw Deal,,
1138,1154,T-Men,,
1139,1155,"Invitation, The (Zaproszenie)",,
1140,1156,"Children Are Watching us, The (Bambini ci guardano, I)",,
1141,1157,"Symphonie pastorale, La",,
1142,1158,Here Comes Cookie,,
1143,1159,Love in Bloom,,
1144,1160,Six of a Kind,,
1145,1161,"Tin Drum, The (Blechtrommel, Die)",,
1146,1162,"Ruling Class, The",,
1147,1163,Mina Tannenbaum,,
1148,1164,Two or Three Things I Know About Her,,
1149,1165,"Bloody Child, The",,
1150,1166,Farmer & Chase,,
1151,1167,Dear God,,
1152,1168,Bad Moon,,
1153,1169,American Dream,,
1154,1170,Best of the Best 3: No Turning Back,,
1155,1171,Bob Roberts,,
1156,1172,Cinema Paradiso,,
1157,1173,"Cook the Thief His Wife & Her Lover, The",,
1158,1174,Grosse Fatigue,,
1159,1175,Delicatessen,,
1160,1176,"Double Life of Veronique, The (La Double Vie de Véronique)",,
1161,1177,Enchanted April,,
1162,1178,Paths of Glory,,
1163,1179,"Grifters, The",,
1164,1180,Hear My Song,,
1165,1181,"Shooter, The",,
1166,1183,"English Patient, The",,
1167,1184,Mediterraneo,,
1168,1185,My Left Foot,,
1169,1186,"Sex, Lies, and Videotape",,
1170,1187,Passion Fish,,
1171,1188,Strictly Ballroom,,
1172,1189,"Thin Blue Line, The",,
1173,1190,Tie Me Up! Tie Me Down!,,
1174,1191,Madonna: Truth or Dare,,
1175,1192,Paris Is Burning,,
1176,1193,One Flew Over the Cuckoo's Nest,,
1177,1194,Up in Smoke,,
1178,1196,Star Wars: Episode V - The Empire Strikes Back,,
1179,1197,"Princess Bride, The",,
1180,1198,Raiders of the Lost Ark,,
1181,1199,Brazil,,
1182,1200,Aliens,,
1183,1201,"Good, The Bad and The Ugly, The",,
1184,1202,Withnail and I,,
1185,1203,12 Angry Men,,
1186,1204,Lawrence of Arabia,,
1187,1205,"Transformers: The Movie, The",,
1188,1206,"Clockwork Orange, A",,
1189,1207,To Kill a Mockingbird,,
1190,1208,Apocalypse Now,,
1191,1209,Once Upon a Time in the West,,
1192,1210,Star Wars: Episode VI - Return of the Jedi,,
1193,1211,Wings of Desire (Der Himmel über Berlin),,
1194,1212,"Third Man, The",,
1195,1213,GoodFellas,,
1196,1214,Alien,,
1197,1215,Army of Darkness,,
1198,1216,"Big Blue, The (Le Grand Bleu)",,
1199,1217,Ran,,
1200,1218,"Killer, The (Die xue shuang xiong)",,
1201,1219,Psycho,,
1202,1220,"Blues Brothers, The",,
1203,1221,"Godfather: Part II, The",,
1204,1222,Full Metal Jacket,,
1205,1223,"Grand Day Out, A",,
1206,1224,Henry V,,
1207,1225,Amadeus,,
1208,1226,"Quiet Man, The",,
1209,1227,Once Upon a Time in America,,
1210,1228,Raging Bull,,
1211,1230,Annie Hall,,
1212,1231,"Right Stuff, The",,
1213,1232,Stalker,,
1214,1233,"Boat, The (Das Boot)",,
1215,1234,"Sting, The",,
1216,1235,Harold and Maude,,
1217,1236,Trust,,
1218,1237,"Seventh Seal, The (Sjunde inseglet, Det)",,
1219,1238,Local Hero,,
1220,1240,"Terminator, The",,
1221,1241,Braindead,,
1222,1242,Glory,,
1223,1243,Rosencrantz and Guildenstern Are Dead,,
1224,1244,Manhattan,,
1225,1245,Miller's Crossing,,
1226,1246,Dead Poets Society,,
1227,1247,"Graduate, The",,
1228,1248,Touch of Evil,,
1229,1249,Nikita (La Femme Nikita),,
1230,1250,"Bridge on the River Kwai, The",,
1231,1251,8 1/2,,
1232,1252,Chinatown,,
1233,1253,"Day the Earth Stood Still, The",,
1234,1254,"Treasure of the Sierra Madre, The",,
1235,1255,Bad Taste,,
1236,1256,Duck Soup,,
1237,1257,Better Off Dead...,,
1238,1258,"Shining, The",,
1239,1259,Stand by Me,,
1240,1260,M,,
1241,1261,Evil Dead II (Dead By Dawn),,
1242,1262,"Great Escape, The",,
1243,1263,"Deer Hunter, The",,
1244,1264,Diva,,
1245,1265,Groundhog Day,,
1246,1266,Unforgiven,,
1247,1267,"Manchurian Candidate, The",,
1248,1268,Pump Up the Volume,,
1249,1269,Arsenic and Old Lace,,
1250,1270,Back to the Future,,
1251,1271,Fried Green Tomatoes,,
1252,1272,Patton,,
1253,1273,Down by Law,,
1254,1274,Akira,,
1255,1275,Highlander,,
1256,1276,Cool Hand Luke,,
1257,1277,Cyrano de Bergerac,,
1258,1278,Young Frankenstein,,
1259,1279,Night on Earth,,
1260,1280,Raise the Red Lantern,,
1261,1281,"Great Dictator, The",,
1262,1282,Fantasia,,
1263,1283,High Noon,,
1264,1284,"Big Sleep, The",,
1265,1285,Heathers,,
1266,1286,Somewhere in Time,,
1267,1287,Ben-Hur,,
1268,1288,This Is Spinal Tap,,
1269,1289,Koyaanisqatsi,,
1270,1290,Some Kind of Wonderful,,
1271,1291,Indiana Jones and the Last Crusade,,
1272,1292,Being There,,
1273,1293,Gandhi,,
1274,1294,M*A*S*H,,
1275,1295,"Unbearable Lightness of Being, The",,
1276,1296,"Room with a View, A",,
1277,1297,Real Genius,,
1278,1298,Pink Floyd - The Wall,,
1279,1299,"Killing Fields, The",,
1280,1300,My Life as a Dog (Mitt liv som hund),,
1281,1301,Forbidden Planet,,
1282,1302,Field of Dreams,,
1283,1303,"Man Who Would Be King, The",,
1284,1304,Butch Cassidy and the Sundance Kid,,
1285,1305,"Paris, Texas",,
1286,1306,Until the End of the World (Bis ans Ende der Welt),,
1287,1307,When Harry Met Sally...,,
1288,1308,I Shot a Man in Vegas,,
1289,1309,Parallel Sons,,
1290,1310,Hype!,,
1291,1311,Santa with Muscles,,
1292,1312,Female Perversions,,
1293,1313,Mad Dog Time,,
1294,1314,Breathing Room,,
1295,1315,Paris Was a Woman,,
1296,1316,Anna,,
1297,1317,I'm Not Rappaport,,
1298,1318,Blue Juice,,
1299,1319,Kids of Survival,,
1300,1320,Alien³,,
1301,1321,"American Werewolf in London, An",,
1302,1322,Amityville 1992: It's About Time,,
1303,1323,Amityville 3-D,,
1304,1324,Amityville: Dollhouse,,
1305,1325,Amityville: A New Generation,,
1306,1326,Amityville II: The Possession,,
1307,1327,"Amityville Horror, The",,
1308,1328,"Amityville Curse, The",,
1309,1329,Blood For Dracula (Andy Warhol's Dracula),,
1310,1330,April Fool's Day,,
1311,1331,Audrey Rose,,
1312,1332,"Believers, The",,
1313,1333,"Birds, The",,
1314,1334,"Blob, The",,
1315,1335,Blood Beach,,
1316,1336,Body Parts,,
1317,1337,"Body Snatcher, The",,
1318,1339,Bram Stoker's Dracula,,
1319,1340,Bride of Frankenstein,,
1320,1341,Burnt Offerings,,
1321,1342,Candyman,,
1322,1343,Cape Fear,,
1323,1344,Cape Fear,,
1324,1345,Carrie,,
1325,1346,Cat People,,
1326,1347,"Nightmare on Elm Street, A",,
1327,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",,
1328,1349,Nosferatu a Venezia,,
1329,1350,"Omen, The",,
1330,1351,Blood & Wine,,
1331,1352,Albino Alligator,,
1332,1353,"Mirror Has Two Faces, The",,
1333,1354,Breaking the Waves,,
1334,1355,Nightwatch,,
1335,1356,Star Trek: First Contact,,
1336,1357,Shine,,
1337,1358,Sling Blade,,
1338,1359,Jingle All the Way,,
1339,1360,Identification of a Woman (Identificazione di una donna),,
1340,1361,Paradise Lost: The Child Murders at Robin Hood Hills,,
1341,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",,
1342,1363,"Preacher's Wife, The",,
1343,1364,Zero Kelvin (Kjærlighetens kjøtere),,
1344,1365,Ridicule,,
1345,1366,"Crucible, The",,
1346,1367,101 Dalmatians,,
1347,1368,"Forbidden Christ, The (Cristo proibito, Il)",,
1348,1369,I Can't Sleep (J'ai pas sommeil),,
1349,1370,Die Hard 2,,
1350,1371,Star Trek: The Motion Picture,,
1351,1372,Star Trek VI: The Undiscovered Country,,
1352,1373,Star Trek V: The Final Frontier,,
1353,1374,Star Trek: The Wrath of Khan,,
1354,1375,Star Trek III: The Search for Spock,,
1355,1376,Star Trek IV: The Voyage Home,,
1356,1377,Batman Returns,,
1357,1378,Young Guns,,
1358,1379,Young Guns II,,
1359,1380,Grease,,
1360,1381,Grease 2,,
1361,1382,Marked for Death,,
1362,1383,Adrenalin: Fear the Rush,,
1363,1384,"Substance of Fire, The",,
1364,1385,Under Siege,,
1365,1386,Terror in a Texas Town,,
1366,1387,Jaws,,
1367,1388,Jaws 2,,
1368,1389,Jaws 3-D,,
1369,1390,My Fellow Americans,,
1370,1391,Mars Attacks!,,
1371,1392,Citizen Ruth,,
1372,1393,Jerry Maguire,,
1373,1394,Raising Arizona,,
1374,1395,Tin Men,,
1375,1396,Sneakers,,
1376,1397,Bastard Out of Carolina,,
1377,1398,In Love and War,,
1378,1399,Marvin's Room,,
1379,1400,Somebody is Waiting,,
1380,1401,Ghosts of Mississippi,,
1381,1404,Night Falls on Manhattan,,
1382,1405,Beavis and Butt-head Do America,,
1383,1406,"Cérémonie, La",,
1384,1407,Scream,,
1385,1408,"Last of the Mohicans, The",,
1386,1409,Michael,,
1387,1410,"Evening Star, The",,
1388,1411,Hamlet,,
1389,1412,Some Mother's Son,,
1390,1413,"Whole Wide World, The",,
1391,1414,Mother,,
1392,1415,"Thieves (Voleurs, Les)",,
1393,1416,Evita,,
1394,1417,"Portrait of a Lady, The",,
1395,1419,Walkabout,,
1396,1420,Message to Love: The Isle of Wight Festival,,
1397,1421,Grateful Dead,,
1398,1422,Murder at 1600,,
1399,1423,Hearts and Minds,,
1400,1424,Inside,,
1401,1425,Fierce Creatures,,
1402,1426,Zeus and Roxanne,,
1403,1427,Turbulence,,
1404,1428,Angel Baby,,
1405,1429,Jackie Chan's First Strike,,
1406,1430,Underworld,,
1407,1431,Beverly Hills Ninja,,
1408,1432,Metro,,
1409,1433,"Machine, The",,
1410,1434,"Stranger, The",,
1411,1436,Falling in Love Again,,
1412,1437,"Cement Garden, The",,
1413,1438,Dante's Peak,,
1414,1439,Meet Wally Sparks,,
1415,1440,Amos & Andrew,,
1416,1441,Benny & Joon,,
1417,1442,Prefontaine,,
1418,1443,"Tickle in the Heart, A",,
1419,1444,Guantanamera,,
1420,1445,McHale's Navy,,
1421,1446,Kolya,,
1422,1447,Gridlock'd,,
1423,1448,Fire on the Mountain,,
1424,1449,Waiting for Guffman,,
1425,1450,Prisoner of the Mountains (Kavkazsky Plennik),,
1426,1453,"Beautician and the Beast, The",,
1427,1454,SubUrbia,,
1428,1455,Hotel de Love,,
1429,1456,"Pest, The",,
1430,1457,Fools Rush In,,
1431,1458,Touch,,
1432,1459,Absolute Power,,
1433,1460,That Darn Cat!,,
1434,1461,Vegas Vacation,,
1435,1462,Unforgotten: Twenty-Five Years After Willowbrook,,
1436,1463,That Old Feeling,,
1437,1464,Lost Highway,,
1438,1465,Rosewood,,
1439,1466,Donnie Brasco,,
1440,1467,Salut cousin!,,
1441,1468,Booty Call,,
1442,1470,Rhyme & Reason,,
1443,1471,Boys Life 2,,
1444,1472,City of Industry,,
1445,1473,Best Men,,
1446,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),,
1447,1475,Kama Sutra: A Tale of Love,,
1448,1476,Private Parts,,
1449,1477,Love Jones,,
1450,1479,"Saint, The",,
1451,1480,Smilla's Sense of Snow,,
1452,1482,"Van, The",,
1453,1483,Crash,,
1454,1484,"Daytrippers, The",,
1455,1485,Liar Liar,,
1456,1486,"Quiet Room, The",,
1457,1487,Selena,,
1458,1488,"Devil's Own, The",,
1459,1489,Cats Don't Dance,,
1460,1490,B*A*P*S,,
1461,1493,Love and Other Catastrophes,,
1462,1494,"Sixth Man, The",,
1463,1495,Turbo: A Power Rangers Movie,,
1464,1496,Anna Karenina,,
1465,1497,Double Team,,
1466,1498,Inventing the Abbotts,,
1467,1499,Anaconda,,
1468,1500,Grosse Pointe Blank,,
1469,1501,Keys to Tulsa,,
1470,1502,Kissed,,
1471,1503,8 Heads in a Duffel Bag,,
1472,1504,Hollow Reed,,
1473,1507,Paradise Road,,
1474,1508,Traveller,,
1475,1509,All Over Me,,
1476,1510,"Brother's Kiss, A",,
1477,1511,A Chef in Love,,
1478,1513,Romy and Michele's High School Reunion,,
1479,1514,Temptress Moon (Feng Yue),,
1480,1515,Volcano,,
1481,1516,Children of the Revolution,,
1482,1517,Austin Powers: International Man of Mystery,,
1483,1518,Breakdown,,
1484,1519,Broken English,,
1485,1520,Commandments,,
1486,1522,Ripe,,
1487,1523,"Truth or Consequences, N.M.",,
1488,1524,"Turning, The",,
1489,1525,Warriors of Virtue,,
1490,1526,Fathers' Day,,
1491,1527,"Fifth Element, The",,
1492,1528,Intimate Relations,,
1493,1529,Nowhere,,
1494,1531,Losing Chase,,
1495,1532,Sprung,,
1496,1533,"Promise, The (La Promesse)",,
1497,1534,"Bonheur, Le",,
1498,1535,Love! Valour! Compassion!,,
1499,1537,Shall We Dance? (Shall We Dansu?),,
1500,1538,"Second Jungle Book: Mowgli & Baloo, The",,
1501,1539,Twin Town,,
1502,1541,Addicted to Love,,
1503,1542,Brassed Off,,
1504,1543,"Designated Mourner, The",,
1505,1544,"Lost World: Jurassic Park, The",,
1506,1545,Ponette,,
1507,1546,Schizopolis,,
1508,1547,Shiloh,,
1509,1548,"War at Home, The",,
1510,1549,Rough Magic,,
1511,1550,Trial and Error,,
1512,1551,Buddy,,
1513,1552,Con Air,,
1514,1553,Late Bloomers,,
1515,1554,"Pillow Book, The",,
1516,1555,"To Have, or Not",,
1517,1556,Speed 2: Cruise Control,,
1518,1557,Squeeze,,
1519,1558,Sudden Manhattan,,
1520,1559,"Next Step, The",,
1521,1561,Wedding Bell Blues,,
1522,1562,Batman & Robin,,
1523,1563,Dream With the Fishes,,
1524,1564,Roseanna's Grave (For Roseanna),,
1525,1565,Head Above Water,,
1526,1566,Hercules,,
1527,1567,"Last Time I Committed Suicide, The",,
1528,1568,MURDER and murder,,
1529,1569,My Best Friend's Wedding,,
1530,1570,Tetsuo II: Body Hammer,,
1531,1571,When the Cats Away (Chacun cherche son chat),,
1532,1572,Contempt (Le Mépris),,
1533,1573,Face/Off,,
1534,1574,Fall,,
1535,1575,Gabbeh,,
1536,1577,Mondo,,
1537,1578,"Innocent Sleep, The",,
1538,1579,For Ever Mozart,,
1539,1580,Men in Black,,
1540,1581,Out to Sea,,
1541,1582,Wild America,,
1542,1583,"Simple Wish, A",,
1543,1584,Contact,,
1544,1585,Love Serenade,,
1545,1586,G.I. Jane,,
1546,1587,Conan the Barbarian,,
1547,1588,George of the Jungle,,
1548,1589,Cop Land,,
1549,1590,Event Horizon,,
1550,1591,Spawn,,
1551,1592,Air Bud,,
1552,1593,Picture Perfect,,
1553,1594,In the Company of Men,,
1554,1595,Free Willy 3: The Rescue,,
1555,1596,Career Girls,,
1556,1597,Conspiracy Theory,,
1557,1598,Desperate Measures,,
1558,1599,Steel,,
1559,1600,She's So Lovely,,
1560,1601,Hoodlum,,
1561,1602,Leave It to Beaver,,
1562,1603,Mimic,,
1563,1604,Money Talks,,
1564,1605,Excess Baggage,,
1565,1606,Kull the Conqueror,,
1566,1608,Air Force One,,
1567,1609,187,,
1568,1610,"Hunt for Red October, The",,
1569,1611,My Own Private Idaho,,
1570,1612,"Kiss Me, Guido",,
1571,1613,Star Maps,,
1572,1614,In & Out,,
1573,1615,"Edge, The",,
1574,1616,"Peacemaker, The",,
1575,1617,L.A. Confidential,,
1576,1619,Seven Years in Tibet,,
1577,1620,Kiss the Girls,,
1578,1621,Soul Food,,
1579,1622,Kicked in the Head,,
1580,1623,Wishmaster,,
1581,1624,"Thousand Acres, A",,
1582,1625,"Game, The",,
1583,1626,Fire Down Below,,
1584,1627,U Turn,,
1585,1628,"Locusts, The",,
1586,1629,"MatchMaker, The",,
1587,1630,"Lay of the Land, The",,
1588,1631,"Assignment, The",,
1589,1632,"Smile Like Yours, A",,
1590,1633,Ulee's Gold,,
1591,1635,"Ice Storm, The",,
1592,1636,Stag,,
1593,1639,Chasing Amy,,
1594,1640,How to Be a Player,,
1595,1641,"Full Monty, The",,
1596,1642,Indian Summer (a.k.a. Alive & Kicking),,
1597,1643,"Mrs. Brown (Her Majesty, Mrs. Brown)",,
1598,1644,I Know What You Did Last Summer,,
1599,1645,"Devil's Advocate, The",,
1600,1646,Rocket Man,,
1601,1647,Playing God,,
1602,1648,"House of Yes, The",,
1603,1649,"Fast, Cheap & Out of Control",,
1604,1650,Washington Square,,
1605,1651,Telling Lies in America,,
1606,1652,Year of the Horse,,
1607,1653,Gattaca,,
1608,1654,FairyTale: A True Story,,
1609,1655,Phantoms,,
1610,1656,Swept from the Sea,,
1611,1657,Wonderland,,
1612,1658,"Life Less Ordinary, A",,
1613,1659,Hurricane Streets,,
1614,1660,Eve's Bayou,,
1615,1661,Switchback,,
1616,1662,Gang Related,,
1617,1663,Stripes,,
1618,1664,Nénette et Boni,,
1619,1665,Bean,,
1620,1666,Hugo Pool,,
1621,1667,Mad City,,
1622,1668,One Night Stand,,
1623,1669,"Tango Lesson, The",,
1624,1670,Welcome To Sarajevo,,
1625,1671,Deceiver,,
1626,1672,"Rainmaker, The",,
1627,1673,Boogie Nights,,
1628,1674,Witness,,
1629,1675,Incognito,,
1630,1676,Starship Troopers,,
1631,1677,Critical Care,,
1632,1678,"Joy Luck Club, The",,
1633,1679,Chairman of the Board,,
1634,1680,Sliding Doors,,
1635,1681,Mortal Kombat: Annihilation,,
1636,1682,"Truman Show, The",,
1637,1683,"Wings of the Dove, The",,
1638,1684,Mrs. Dalloway,,
1639,1685,"I Love You, I Love You Not",,
1640,1686,Red Corner,,
1641,1687,"Jackal, The",,
1642,1688,Anastasia,,
1643,1689,"Man Who Knew Too Little, The",,
1644,1690,Alien: Resurrection,,
1645,1692,Alien Escape,,
1646,1693,Amistad,,
1647,1694,"Apostle, The",,
1648,1695,Artemisia,,
1649,1696,Bent,,
1650,1697,"Big Bang Theory, The",,
1651,1698,"Boys, Les",,
1652,1699,"Butcher Boy, The",,
1653,1701,Deconstructing Harry,,
1654,1702,Flubber,,
1655,1703,For Richer or Poorer,,
1656,1704,Good Will Hunting,,
1657,1705,Guy,,
1658,1706,Harlem River Drive,,
1659,1707,Home Alone 3,,
1660,1708,Ill Gotten Gains,,
1661,1709,Legal Deceit,,
1662,1710,Man of Her Dreams,,
1663,1711,Midnight in the Garden of Good and Evil,,
1664,1713,Mouse Hunt,,
1665,1714,Never Met Picasso,,
1666,1715,Office Killer,,
1667,1716,"Other Voices, Other Rooms",,
1668,1717,Scream 2,,
1669,1718,Stranger in the House,,
1670,1719,"Sweet Hereafter, The",,
1671,1720,Time Tracers,,
1672,1721,Titanic,,
1673,1722,Tomorrow Never Dies,,
1674,1723,Twisted,,
1675,1724,Full Speed,,
1676,1725,"Education of Little Tree, The",,
1677,1726,"Postman, The",,
1678,1727,"Horse Whisperer, The",,
1679,1728,"Winter Guest, The",,
1680,1729,Jackie Brown,,
1681,1730,Kundun,,
1682,1731,Mr. Magoo,,
1683,1732,"Big Lebowski, The",,
1684,1733,Afterglow,,
1685,1734,My Life in Pink (Ma vie en rose),,
1686,1735,Great Expectations,,
1687,1738,Vermin,,
1688,1739,3 Ninjas: High Noon On Mega Mountain,,
1689,1740,Men of Means,,
1690,1741,"Midaq Alley (Callejón de los milagros, El)",,
1691,1742,Caught Up,,
1692,1743,Arguing the World,,
1693,1744,Firestorm,,
1694,1746,Senseless,,
